name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
H1-001-0093-R-A	4915851	147	33441.16	519521	112	0	0	220589	8	106261	14	44428	27
H1-001-0094-C-D	5223303	314	16634.72	290719	112	0	0	114525	16	56729	30	15284	62
H1-001-0095-N-K	5279488	168	31425.52	501246	112	0	0	215626	8	143521	14	25390	29
H1-001-0096-B-O	5142476	187	27499.87	358725	160	0	0	131061	13	86506	22	30164	41
H1-001-0097-B-F	5106629	190	26876.99	582302	112	0	0	167145	8	101074	16	31085	32
H1-001-0098-B-K	5124800	237	21623.63	576689	93	0	0	269714	7	132109	13	24926	32
H1-001-0099-L-B	4971520	94	52888.51	420790	112	0	0	243254	8	180901	13	84145	20
H1-001-0100-H-O	5344910	276	19365.62	348866	86	0	0	197799	11	102813	18	27197	37
H1-001-0101-D-A	5419073	241	22485.78	468503	104	0	0	203958	9	115206	16	27773	35
H1-001-0102-V-J	4975476	175	28431.29	302203	105	0	0	88787	17	68495	30	30767	51
H1-001-0103-G-B	5058463	310	16317.62	381428	105	0	0	152079	11	88337	21	31440	39
H1-001-0104-J-J	5380609	410	13123.44	256933	92	0	0	76252	23	42570	41	12720	84
H1-001-0105-C-P	5458984	322	16953.37	322954	104	0	0	85240	18	59231	33	14104	69
H1-001-0106-C-J	5080600	191	26600	383503	92	0	0	135047	12	71008	22	28629	45
H1-001-0107-L-E	5079703	119	42686.58	779533	101	0	0	319466	6	243006	9	109169	15
H1-001-0108-S-J	5175665	198	26139.72	237127	104	0	0	93327	17	49831	33	21707	63
H1-001-0109-S-B	5162629	271	19050.29	551716	96	0	0	175583	10	106629	18	23618	39
H1-001-0110-D-F	5484514	326	16823.66	351403	92	0	0	125668	14	63198	27	20301	56
H1-001-0111-B-J	5374947	497	10814.78	328609	92	0	0	145856	11	80528	22	21783	45
H1-001-0112-D-M	5311556	349	15219.36	248089	92	0	0	65404	23	37983	45	11881	90
H1-001-0113-J-D	5401640	250	21606.56	469808	92	0	0	104948	14	59998	27	18489	55
H1-001-0114-R-S	5256473	189	27812.03	369017	92	0	0	196288	9	95498	18	41381	34
H1-001-0115-L-J	5419136	251	21590.18	561235	92	0	0	156669	11	95128	20	22118	44
H1-001-0116-H-M	5083696	156	32587.79	389982	92	0	0	206742	10	124785	16	34319	29
H1-001-0117-D-M	4904843	113	43405.69	729541	92	0	0	455959	5	199010	8	84597	15
H1-001-0118-F-M	5179293	288	17983.66	496908	93	0	0	185548	10	113182	17	34285	31
H1-001-0119-F-Z	5192836	198	26226.44	389168	92	0	0	172606	11	113137	19	37077	34
H1-001-0120-M-A	5180100	326	15889.88	253697	92	0	0	73732	21	42244	38	16573	73
H1-001-0121-Q-J	4792249	114	42037.27	684902	93	0	0	334766	5	287947	8	86384	16
H1-001-0122-S-J	5163163	108	47807.06	593213	4	0	0	174159	9	113153	16	34039	31
H1-001-0123-M-L	5141635	249	20649.14	320676	92	0	0	137254	13	52055	25	20995	55
H1-001-0124-C-A	4991052	188	26548.15	372603	92	0	0	147595	13	88338	21	32253	39
H1-001-0125-B-M	4633993	109	42513.7	338103	92	0	0	178507	10	103585	16	44445	29
H1-001-0126-S-B	5096516	215	23704.73	390572	112	0	0	223194	9	183367	14	37152	27
H1-001-0127-P-J	5082195	226	22487.59	741242	92	0	0	148361	10	76912	19	32890	37
H1-001-0128-B-A	5268122	196	26878.17	570665	112	0	0	203044	9	107365	17	28125	36
H1-001-0129-R-J	4898032	224	21866.21	282737	112	0	0	95439	15	54275	28	22199	57
H1-001-0130-N-D	4938468	121	40813.79	619675	94	0	0	168250	8	116633	15	47375	28
H1-001-0131-C-A	5139547	288	17845.65	363058	92	0	0	154766	11	86707	19	30894	38
H1-001-0132-J-F	5291738	245	21598.93	277795	107	0	0	104973	14	66701	25	26268	49
H1-001-0133-V-M	4823008	102	47284.39	626513	104	0	0	332614	5	137226	11	78847	20
H1-001-0134-C-D	5211695	217	24017.03	354505	104	0	0	192266	10	95152	18	36258	35
H1-001-0135-L-E	5119657	145	35307.98	560609	104	0	0	318118	6	156040	11	50248	22
H1-001-0136-C-S	5397930	263	20524.45	339762	104	0	0	112583	17	73277	28	26360	53
H1-001-0137-D-L	5169347	248	20844.14	354769	87	0	0	186538	11	88291	19	35252	36
H1-001-0138-N-F	5167676	288	17943.32	415750	92	0	0	191794	9	100931	17	17151	38
H1-001-0139-M-B	5296816	243	21797.6	348219	86	0	0	134924	12	78333	23	25259	50
H1-001-0140-M-O	5143869	192	26790.98	581756	110	0	0	213851	7	110317	14	29359	33
H1-001-0141-G-Y	5160716	144	35838.31	287526	170	0	0	138857	14	85755	24	33255	42
H1-001-0142-L-C	5334346	200	26671.73	585242	111	0	0	227310	7	113212	14	35223	29
H1-001-0143-B-M	5309350	208	25525.72	359014	92	0	0	197866	10	135522	16	44172	30
H1-001-0145-J-P	5469579	306	17874.44	352401	86	0	0	125614	12	64152	24	19141	53
H1-001-0146-V-D	5160727	115	44875.89	727737	97	0	0	254976	7	146044	13	49135	28
H1-001-0147-D-A	5280949	274	19273.54	368550	86	0	0	88844	18	50054	34	18478	64
H1-001-0148-Y-J	5111600	128	39934.38	610698	104	0	0	269245	6	198316	10	41531	19
H1-001-0149-B-A	5252824	180	29182.36	477489	104	0	0	99973	14	63939	27	23530	52
H1-001-0150-D-P	4987563	167	29865.65	351518	104	0	0	210796	10	106809	16	43824	29
H1-001-0151-L-P	5239161	186	28167.53	369903	86	0	0	147661	11	109302	19	29934	36
H1-001-0152-D-D	5253405	163	32229.48	348462	104	0	0	159000	11	104651	19	37548	34
H1-001-0153-G-B	4888405	162	30175.34	370594	106	0	0	125774	12	78990	23	33362	41
H1-001-0154-T-K	5041263	169	29829.96	391318	93	0	0	173711	11	86488	19	31838	36
H1-001-0155-M-I	5191798	200	25958.99	341014	104	0	0	111961	13	66948	25	24991	47
H1-001-0156-V-R	5070738	226	22436.89	291368	87	0	0	111626	15	78937	26	29846	48
H1-001-0157-P-A	5106162	135	37823.42	527521	113	0	0	245274	7	167749	12	47978	22
H1-002-0001-M-C	5319745	196	27141.56	391138	112	0	0	191030	10	136587	17	28892	34
H1-002-0002-B-M	5216038	237	22008.6	588605	112	0	0	191355	9	111362	16	30013	32
H1-002-0003-L-L	5399262	339	15927.03	360914	114	0	0	75232	22	46304	40	15414	81
H1-002-0004-T-A	5149713	163	31593.33	330617	92	0	0	170430	11	121367	19	41438	31
H1-002-0005-B-J	5197510	151	34420.6	681725	103	0	0	268828	7	148949	12	45416	22
H1-002-0006-F-J	5233041	287	18233.59	342909	92	0	0	147146	12	80571	22	25084	45
H1-002-0007-M-M	4834268	92	52546.39	421662	116	0	0	189267	9	153538	14	41476	28
H1-002-0008-D-F	5021924	98	51244.12	629678	112	0	0	272204	7	167510	11	47276	22
H1-002-0009-P-A	5284648	191	27668.31	476228	92	0	0	123232	12	61214	24	31057	47
H1-002-0010-M-M	5094081	216	23583.71	423354	92	0	0	149560	10	92029	19	32890	37
H1-002-0011-M-G	5076473	179	28360.18	302757	92	0	0	154889	13	102715	21	26914	40
H1-002-0012-T-C	5284336	250	21137.34	448709	92	0	0	155801	10	86340	19	34139	38
H1-002-0013-G-S	5259715	177	29715.9	670162	115	0	0	127889	11	74095	22	22199	46
H1-002-0014-K-M	5197201	243	21387.66	471633	92	0	0	186768	9	108493	17	33122	33
H1-002-0015-B-R	4840923	221	21904.63	181227	112	0	0	87030	20	64818	33	17929	61
H1-002-0016-H-R	5038893	122	41302.4	726659	112	0	0	222044	7	154972	13	48099	24
H1-002-0017-S-I	5038797	200	25193.99	454606	92	0	0	245113	9	134830	14	41443	27
H1-002-0018-N-A	4663110	233	20013.35	269481	112	0	0	69841	20	31316	39	12953	79
H1-002-0019-P-P	5284249	232	22776.94	285344	104	0	0	106781	13	72427	25	23148	49
H1-002-0020-C-L	5043493	192	26268.19	389994	104	0	0	222389	9	158907	14	41462	25
H1-002-0021-O-L	5317657	214	24848.86	475583	92	0	0	102932	15	66027	27	27496	51
H1-002-0022-N-F	5394060	307	17570.23	360378	92	0	0	146231	11	101565	20	29952	39
H1-002-0023-C-A	5266624	308	17099.43	340481	92	0	0	96294	14	72708	27	25084	52
H1-002-0024-V-G	4964209	208	23866.39	523647	92	0	0	184683	9	118226	16	41362	30
H1-002-0025-C-P	5312819	193	27527.56	436557	112	0	0	140699	12	74095	22	26558	45
H1-002-0026-M-N	5345799	217	24635.02	387268	92	0	0	188143	11	120235	18	31667	33
H1-002-0027-A-K	5095012	245	20795.97	404387	92	0	0	147709	12	101602	20	26161	40
H1-002-0028-B-G	5154413	190	27128.49	463912	92	0	0	270973	8	126632	14	33770	30
H1-002-0029-A-E	5264473	269	19570.53	445245	92	0	0	130503	11	63198	22	20735	50
H1-002-0030-T-Y	5008895	129	38828.64	437647	112	0	0	216388	8	161085	13	100093	21
H1-002-0031-C-S	5167235	155	33337	616697	113	0	0	262916	7	174223	12	78992	21
H1-002-0032-S-C	5014351	293	17113.83	193413	92	0	0	80782	24	44278	41	16331	73
H1-002-0033-S-R	5254735	219	23994.22	536401	112	0	0	219459	8	132539	14	23656	33
H1-002-0034-C-Z	5159720	212	24338.3	562270	92	0	0	167464	9	111265	16	33794	31
H1-002-0035-L-C	5215126	217	24032.84	528149	92	0	0	238740	8	113164	14	28524	32
H1-002-0036-S-N	5087225	181	28106.22	484509	92	0	0	180979	9	123515	15	47844	28
H1-002-0037-M-F	5168264	136	38001.94	866937	92	0	0	268993	6	158665	11	41525	23
H1-002-0038-D-O	4561952	149	30617.13	309873	112	0	0	96366	15	70960	26	28834	45
H1-002-0039-R-E	5225015	278	18795.02	377397	112	0	0	191055	10	136458	16	19716	37
H1-002-0040-D-F	5298668	196	27034.02	381088	92	0	0	191020	10	134548	17	32875	30
H1-002-0041-E-M	5201347	210	24768.32	577407	104	0	0	191301	9	109319	15	29871	30
H1-002-0042-T-M	5225577	255	20492.46	378725	92	0	0	180475	10	123997	17	59848	29
H1-002-0043-S-L	5119478	184	27823.25	370371	112	0	0	191055	10	121840	16	41493	31
H1-002-0044-L-P	5127883	176	29135.7	663807	92	0	0	270908	7	114633	14	41525	25
H1-002-0045-V-M	5602073	360	15561.31	356807	92	0	0	119702	13	66711	26	20736	53
H1-002-0046-C-E	5179163	389	13314.04	162000	112	0	0	73123	26	42365	43	14993	79
H1-002-0047-P-M	5065841	220	23026.55	352127	112	0	0	99134	16	55782	29	18669	59
H1-002-0048-T-C	5247727	201	26108.09	697316	92	0	0	226863	7	132540	12	33573	27
H1-002-0049-D-R	5284403	213	24809.4	348665	92	0	0	190990	10	113417	17	23868	36
H1-002-0050-L-G	4984728	155	32159.54	785775	92	0	0	197031	7	109330	14	45418	26
H1-002-0051-D-S	5200817	200	26004.08	421445	92	0	0	133917	12	98102	21	28836	41
H1-002-0052-P-C	5102069	156	32705.57	453388	95	0	0	199036	9	107148	16	34757	32
H1-002-0053-D-K	4984684	169	29495.17	490554	92	0	0	238508	8	126818	14	36842	28
H1-002-0054-V-A	5188892	184	28200.5	564480	92	0	0	192938	9	107341	16	35145	31
H1-002-0055-L-M	5466872	411	13301.39	301866	92	0	0	124862	13	69671	24	19291	53
H1-002-0056-B-L	5475874	204	26842.52	285215	92	0	0	135512	14	63197	25	26244	51
H1-002-0057-F-J	4739949	188	25212.49	227885	92	0	0	93608	18	52785	32	21900	59
H1-002-0058-H-G	5125300	182	28160.99	425127	105	0	0	203027	10	113211	16	34949	31
H1-002-0059-D-J	4999929	139	35970.71	566443	92	0	0	123389	11	88144	20	41395	36
H1-002-0060-C-T	5077040	252	20146.98	408758	92	0	0	207842	8	77632	17	31319	35
H1-002-0061-D-Z	5250129	213	24648.49	622672	105	0	0	203028	8	132542	14	30299	28
H1-002-0062-F-N	5030560	217	23182.3	505325	92	0	0	228811	8	133064	13	30091	28
H1-002-0063-C-M	5095851	166	30697.9	564066	104	0	0	222719	8	170018	13	37437	24
H1-002-0064-E-M	5235673	252	20776.48	318495	104	0	0	92823	17	57862	30	19357	61
H1-002-0065-O-P	5151828	109	47264.48	522361	105	0	0	314234	7	186644	12	58252	21
H1-002-0066-F-K	5155048	237	21751.26	679563	104	0	0	197436	7	124672	13	44774	27
H1-002-0067-L-Z	5081400	135	37640	706722	92	0	0	193411	7	129015	14	40925	28
H1-002-0068-R-E	5099879	116	43964.47	563713	92	0	0	281901	7	129220	13	51262	24
H1-002-0069-V-G	4652426	106	43890.81	624625	93	0	0	194089	7	120744	13	55627	25
H1-002-0070-M-J	5270882	230	22916.88	320104	92	0	0	147850	12	122338	19	29911	37
H1-002-0071-M-C	5439147	263	20681.17	499176	104	0	0	169235	10	107056	18	22601	38
H1-002-0072-L-P	4998713	118	42361.97	455842	105	0	0	181657	9	140228	15	43688	29
H1-002-0073-C-C	5083560	130	39104.31	494454	92	0	0	310471	7	178044	11	51257	20
H1-002-0074-R-S	5227009	197	26533.04	404276	92	0	0	191722	10	100658	18	37364	35
H1-002-0075-S-Y	5187177	236	21979.56	458407	92	0	0	203032	9	107365	17	29952	34
H1-002-0076-C-S	4951960	159	31144.4	618106	94	0	0	279882	6	138838	12	34554	26
H1-002-0077-B-G	5254753	282	18633.88	378725	92	0	0	173769	11	89905	20	57008	34
H1-002-0078-L-J	5067324	161	31474.06	540821	92	0	0	203280	8	130716	14	32972	29
H1-003-0001-F-L	5203441	189	27531.43	439994	107	0	0	207386	9	98638	15	32453	32
H1-003-0002-N-D	5347963	367	14572.11	288953	86	0	0	102691	17	58898	31	14078	68
H1-003-0003-A-N	4914835	193	25465.47	250369	92	0	0	99021	17	68087	29	25964	52
H1-003-0004-V-F	4725796	256	18460.14	210200	92	0	0	84114	17	55306	30	24215	56
H1-003-0005-M-C	5154264	174	29622.21	285729	92	0	0	137199	13	88333	22	30826	42
H1-003-0006-O-H	5237020	213	24586.95	581617	92	0	0	223346	7	108215	14	33293	32
H1-003-0007-V-V	5133427	165	31111.68	436541	92	0	0	182509	10	103147	17	60196	30
H1-003-0008-A-C	5203976	155	33574.04	398593	92	0	0	231747	9	130911	15	39017	29
H1-003-0009-G-T	5084735	177	28727.32	417437	92	0	0	185163	10	122387	17	41381	27
H1-003-0010-G-J	4900553	153	32029.76	300788	104	0	0	125777	13	78994	23	35086	40
H1-003-0011-C-R	5223344	172	30368.28	356655	92	0	0	220436	10	121698	16	51707	30
H1-003-0012-P-A	5247536	191	27474.01	438269	92	0	0	174752	9	109382	17	37476	34
H1-003-0013-F-G	5014938	167	30029.57	507649	93	0	0	269221	7	198654	11	48732	22
H1-003-0014-B-N	5409119	209	25880.95	344711	92	0	0	161405	11	123854	18	27469	36
H1-003-0015-M-G	4992426	202	24714.98	318306	92	0	0	135700	12	78956	22	31051	41
H1-003-0016-A-A	5302467	162	32731.28	855805	95	0	0	252509	6	147292	12	58231	22
H1-003-0017-T-S	4547596	126	36092.03	414353	87	0	0	147524	10	91395	18	41192	33
H1-003-0018-G-T	4983182	118	42230.36	668287	104	0	0	227041	8	145938	13	40511	26
H1-003-0019-B-M	5184026	124	41806.66	1030868	105	0	0	363273	5	270880	8	65405	17
H1-003-0020-T-P	5290668	182	29069.6	520920	112	0	0	177971	9	113193	16	34198	29
H1-003-0021-B-C	4979965	71	70140.35	1161709	104	0	0	681827	3	249648	5	52932	14
H1-003-0022-D-M	5246349	200	26231.74	348991	104	0	0	221936	10	102653	18	30950	34
H1-003-0023-D-G	5143017	152	33835.64	368700	92	0	0	200183	10	106369	17	39008	32
H1-003-0024-A-P	5057683	122	41456.42	688093	92	0	0	229725	8	173760	13	66081	21
H1-003-0025-B-A	5550892	422	13153.77	350501	96	0	0	119744	13	66830	26	20557	54
H1-003-0026-R-A	5219753	132	39543.58	640070	104	0	0	286987	6	143775	12	63080	21
H1-003-0027-L-P	5026069	141	35645.88	463589	92	0	0	204362	10	101990	17	33294	31
H1-003-0028-B-I	5331341	193	27623.53	327393	104	0	0	170561	12	88372	22	33977	42
H1-003-0029-P-C	5066057	124	40855.3	719831	104	0	0	323850	6	164592	11	34693	23
H1-003-0030-D-F	5284074	361	14637.32	226255	93	0	0	57389	26	39243	48	11765	90
H1-003-0032-M-L	5119419	177	28923.27	451897	92	0	0	227253	8	130187	15	29847	29
H1-003-0033-A-J	5330485	232	22976.23	381476	92	0	0	170430	10	113413	17	23868	38
H1-003-0034-G-T	4999964	161	31055.68	304965	92	0	0	177201	11	98933	19	40744	34
H1-003-0035-D-E	4788523	117	40927.55	475668	101	0	0	215971	8	147860	13	68207	23
H1-003-0036-P-A	4992208	56	89146.57	649164	118	0	0	276205	6	167568	10	83922	19
H1-003-0037-B-J	5415927	226	23964.28	371373	95	0	0	185543	10	95498	18	30908	36
H1-003-0038-E-A	4879831	59	82709	1192222	93	0	0	365866	3	229517	6	98807	12
H1-003-0039-D-O	5390350	244	22091.6	344703	92	0	0	186346	10	109289	18	27469	37
H1-003-0040-A-H	4956818	373	13289.06	157477	92	0	0	58733	27	40284	48	11095	92
H1-003-0041-L-G	5128995	147	34891.12	569641	101	0	0	220500	7	155790	12	41752	23
H1-003-0042-K-J	5073251	185	27422.98	391108	92	0	0	158882	10	112303	18	33358	32
H1-003-0043-G-D	5324150	248	21468.35	369017	92	0	0	144096	10	87054	19	29893	39
H1-003-0044-B-J	5032899	180	27960.55	709452	92	0	0	228849	7	133067	13	33006	26
H1-003-0045-B-K	5088427	151	33698.19	357630	92	0	0	203004	10	132518	17	44518	29
H1-003-0046-S-C	5218129	210	24848.23	285234	92	0	0	94439	13	65236	26	30826	48
H1-003-0047-P-C	5372428	215	24988.04	570520	93	0	0	171907	10	98616	18	30592	37
H1-003-0048-D-P	4824013	251	19219.18	347980	92	0	0	107170	14	59074	26	19120	49
H1-003-0049-H-A	5162154	117	44120.97	670661	92	0	0	263841	7	216806	11	60405	20
H1-003-0050-R-P	4626640	216	21419.63	209140	97	0	0	84800	18	52152	31	18690	60
H1-003-0051-D-J	5213392	356	14644.36	281630	92	0	0	57886	28	38567	51	11677	96
H1-003-0052-K-I	5287425	186	28427.02	348663	92	0	0	190990	10	109607	17	29847	35
H1-003-0053-M-P	5020946	218	23031.86	288241	92	0	0	111647	14	76687	25	31051	45
H1-003-0054-P-P	5324704	238	22372.71	400957	115	0	0	173201	10	83380	18	27264	40
H1-003-0055-S-J	5164907	124	41652.48	577533	156	0	0	248916	8	203044	12	41555	24
H1-003-0056-S-G	5207320	167	31181.56	390112	116	0	0	164037	12	124115	19	31707	32
H1-003-0057-E-J	5143775	165	31174.39	318686	141	0	0	127419	14	60418	25	28267	49
H1-003-0058-P-M	5279806	166	31806.06	416495	112	0	0	216720	9	146669	15	41488	26
H1-003-0059-B-D	5090106	84	60596.5	805939	115	0	0	284056	5	196346	10	64252	18
H1-003-0060-L-P	5083388	121	42011.47	365189	112	0	0	145179	10	86057	18	37522	35
H1-003-0061-B-S	5202405	238	21858.84	405056	113	0	0	161107	12	101100	19	29377	39
H1-003-0062-S-A	5102944	177	28830.19	288285	112	0	0	116738	14	78991	25	31091	44
